,cluster_score,CPI_v3,CPI_technique,proxy_label
7203,50.03889734821332,52.1,63.1,-1
7204,44.10839897832645,47.9,57.3,-1
7205,41.5623437805713,44.8,56.7,-1
7206,47.917251809079175,50.6,58.5,-1
7207,39.83023129851766,25.0,29.9,0
7208,34.89798205855148,25.0,30.9,0
7209,37.618537694769316,43.6,57.1,-1
7210,28.302052498529573,25.0,33.8,0
7211,41.971843471421685,25.0,28.6,0
7212,49.032725893099006,25.0,28.7,0
7213,64.59737584610221,61.9,65.8,1
7214,58.7205200444709,59.1,66.0,1
7215,60.26934358494642,58.7,63.8,-1
7216,50.66817996937131,25.0,27.1,0
7217,52.255305598174814,54.8,65.3,1
7218,53.58845988074468,55.5,64.8,-1
7219,,25.0,24.0,0
7220,,25.0,26.3,0
7221,45.63265958005249,49.3,59.2,-1
7222,45.070607435670574,48.2,57.1,-1
7223,36.95248221684976,25.0,29.1,0
7224,42.97578113941487,46.0,58.7,-1
7225,34.664030819227065,41.5,53.8,-1
7226,44.0333889188703,47.8,59.0,-1
7227,45.42564298073486,48.9,60.6,-1
7228,51.273884111299274,52.6,62.7,1
7229,48.112833737703774,51.4,62.5,-1
7230,49.18374076521389,50.8,62.0,-1
7231,47.88430758188797,51.6,62.9,-1
7232,26.043624505198903,25.0,31.5,0
7233,42.83431429099753,25.0,31.1,0
7234,47.394993236213466,50.6,59.4,-1
7235,51.486505146512144,52.4,60.4,-1
7236,48.5407961954485,50.1,60.0,-1
7237,45.881529499284824,25.0,30.1,0
7238,55.78533308094633,60.8,69.2,1
7239,50.871177161240965,53.4,64.1,-1
7240,51.124817081183295,52.7,63.0,-1
7241,49.30609029223142,51.9,60.4,-1
7242,56.092485405938675,56.9,64.2,-1
7243,55.173410097189105,57.5,67.0,-1
7244,54.93846150691124,57.3,67.2,-1
7245,,40.0,48.8,-1
7246,,62.1,63.8,1
7247,30.95770630626585,25.0,31.4,0
7248,53.797321099870544,53.0,58.8,-1
7249,,54.5,64.6,1
7250,48.74921890605195,51.4,63.1,-1
7251,49.5092644009512,52.3,62.4,-1
7252,47.01967870598157,25.0,29.3,0
7253,56.120401370917484,55.9,64.3,-1
7254,59.74595508962446,55.7,60.4,-1
7255,45.01398494649058,25.0,27.8,0
7256,,57.4,65.3,-1
7257,43.784101726199964,25.0,30.2,0
7258,53.16489934644395,48.4,49.8,-1
7259,40.71203121238255,25.0,30.8,0
7260,14.585697063304814,22.6,24.3,0
7261,43.78407598100239,25.0,29.7,0
7262,40.22008533488511,46.4,56.2,-1
7263,33.017235187079805,25.0,31.8,0
7264,24.227116762906707,25.0,32.9,0
7265,,58.2,63.9,-1
7266,,60.8,66.2,1
7267,62.45161762458204,59.0,63.2,-1
7268,66.2037754948473,63.1,66.2,1
7269,59.618988687719344,58.4,64.2,-1
7270,60.91826251533383,61.0,67.0,-1
7271,65.8012509907679,62.0,65.0,1
7272,54.893871407281324,55.9,63.5,-1
7273,64.67393334747933,59.5,62.2,-1
7274,59.154150709711104,57.1,63.5,-1
7275,70.46818013872485,64.3,66.0,1
7276,78.3341617896123,64.2,64.6,1
7277,68.97957620546087,63.9,65.9,1
7278,69.33846618035504,63.7,65.5,1
7279,66.102480064732,62.6,65.5,1
7280,58.43949110290049,56.5,62.6,-1
7281,59.51955551485907,58.0,63.3,-1
7282,60.94428934869247,40.0,44.0,-1
7283,60.166527474691314,59.7,65.8,1
7284,61.402521478227,61.6,67.4,1
7285,65.65646429209433,61.1,64.3,1
7286,68.48129373081498,62.6,64.5,-1
7287,73.1057569733561,59.3,60.2,-1
7288,45.222495393505746,44.1,46.7,-1
7289,26.7361723619988,25.0,29.3,0
7290,63.812392488193616,61.1,65.0,1
7291,66.05606652999853,62.2,65.1,1
7292,59.809342021372935,59.0,65.0,1
7293,38.33267224093616,21.6,21.7,0
7294,36.16952480799049,39.5,50.9,-1
7295,52.004141021231256,53.2,63.6,-1
7296,58.77780394372457,25.0,26.3,0
7297,59.12911762577258,55.3,59.2,-1
7298,36.21197276150825,25.0,25.2,0
7299,62.3354754454587,60.0,64.8,-1
7300,62.06027249179484,60.4,65.5,-1
7301,62.02593499997796,60.2,65.0,1
7302,61.04560270059473,58.7,63.6,-1
7303,62.60866036492616,59.4,63.4,-1
7304,58.74463543851063,54.7,58.9,-1
7305,45.192731023463196,25.0,25.5,0
7306,67.2167336959951,62.1,64.4,-1
7307,75.53997404534269,56.2,55.7,-1
7308,59.384860602726874,59.1,65.8,1
7309,59.51337109288852,60.8,67.6,-1
7310,66.03777475946124,58.5,60.3,-1
7311,61.37755664011538,61.8,67.7,1
7312,60.23745374433629,60.2,66.4,1
7313,57.71032111336951,25.0,21.6,0
7314,68.67474216810582,65.3,67.5,-1
7315,57.30990091350139,58.9,67.3,1
7316,66.75112043175672,64.2,66.9,-1
7317,64.43552796184608,62.2,66.2,-1
7318,51.341543795721,25.0,24.9,0
7319,71.75701628130311,48.1,46.2,-1
7320,25.620825917276846,25.0,31.6,0
7321,49.484581324348945,25.0,28.5,0
7322,71.70858623185983,63.0,64.4,1
7323,73.18982731109635,25.0,24.1,0
7324,60.29464641001873,60.2,66.6,1
7325,,63.8,65.6,-1
7326,,60.9,65.9,-1
7327,66.20978596742574,64.2,67.4,1
7328,60.58162743900013,61.2,67.4,1
7329,65.51950286091233,61.4,64.6,1
7330,56.09872523488446,56.2,64.8,-1
7331,,54.8,64.9,-1
7332,,60.2,66.2,-1
7333,58.90704912250428,58.0,64.1,-1
7334,67.94005568589051,62.2,64.1,1
7335,67.69245995922388,64.3,66.5,-1
7336,58.58695168589553,57.6,63.6,-1
7337,60.51285028554712,60.4,66.6,1
7338,68.26109868426884,62.9,64.7,1
7339,64.40191946749958,60.6,64.1,1
7340,58.19040228317238,60.8,68.7,-1
7341,,62.4,65.5,1
7342,65.00618481752937,63.4,67.4,1
7343,72.44561664419093,66.0,67.6,-1
7344,65.92114115788404,64.1,67.5,1
7345,55.21183605040538,56.4,65.5,1
7346,55.096225506963236,25.0,23.3,0
7347,55.05496439724941,54.6,62.7,-1
7348,,66.2,67.9,-1
7349,,52.2,64.2,-1
7350,41.67430600481329,47.8,61.3,-1
7351,63.166382377847306,62.0,66.7,-1
7352,,58.8,66.1,-1
7353,64.67076708000221,60.8,64.3,1
7354,,24.1,21.8,0
7355,63.44055858578685,60.8,65.1,-1
7356,60.790916835248844,58.0,62.5,-1
7357,,57.0,60.8,-1
7358,33.7786389864762,25.0,26.6,0
7359,,60.4,66.0,1
7360,,55.9,60.6,-1
7361,60.81421698280985,59.2,65.0,1
7362,,61.1,67.2,1
7363,61.14827609621398,57.9,62.9,1
7364,75.92455772373364,25.0,24.3,0
7365,56.659634937418204,55.0,60.4,-1
7366,58.8652290489603,57.2,62.7,-1
7367,59.10492398987752,58.2,64.4,-1
7368,58.3110070531457,58.3,65.2,1
7369,60.44628075062484,59.2,65.1,1
7370,58.974305312852216,58.0,64.3,-1
7371,60.730040283242694,60.8,66.9,1
7372,55.45510444649837,57.3,65.9,1
7373,55.71474321815808,54.0,58.2,-1
7374,60.1068674550729,60.2,66.7,1
7375,54.13361425187333,54.7,60.6,-1
7376,59.18924320376875,58.3,65.0,1
7377,,61.0,67.4,-1
7378,60.001067375008965,59.5,66.0,1
7379,60.12889137081638,60.2,66.7,1
7380,58.310494426585755,57.3,62.7,-1
7381,60.11171864567346,40.0,43.7,-1
7382,60.72181507814277,60.1,66.0,1
7383,60.849900550262824,59.6,65.3,1
7384,,61.2,67.2,1
7385,60.77817887340142,60.2,66.1,1
7386,61.294668433750346,61.5,67.4,1
7387,61.06408678304771,60.0,65.7,1
7388,58.26582169071126,25.0,25.5,0
7389,61.09853728423421,40.0,43.9,-1
7390,61.21917294676161,40.0,43.8,1
7391,60.19539118027477,58.7,64.6,-1
7392,60.8993007014824,61.2,67.4,1
7393,61.52944752434051,61.6,67.2,1
7394,60.74492365022748,60.8,66.9,1
7395,60.819849655289914,60.8,66.9,1
7396,60.22344221550435,40.0,44.3,-1
7397,59.96462886857905,59.7,66.1,1
7398,61.49952469427862,60.5,65.8,1
7399,60.51432466051993,60.5,66.9,1
7400,61.15739989243205,60.2,65.7,1
7401,61.068093256627286,61.3,67.4,1
7402,61.433951171195986,61.3,66.9,1
7403,61.025270001120056,61.1,67.2,1
7404,60.43771037352488,59.6,65.0,-1
7405,61.41302563781199,40.0,43.7,-1
7406,,40.0,43.8,-1
7407,60.42072893156192,40.0,44.0,-1
7408,60.67379298853525,59.2,65.0,1
7409,,40.0,43.9,-1
7410,61.06715727080264,60.7,66.4,1
7411,61.031594590415736,40.0,44.0,1
7412,60.1920877756565,59.1,64.7,-1
7413,59.59219937065868,59.3,65.6,1
7414,60.70360171617879,60.0,66.0,1
7415,60.50880421175188,59.7,65.7,1
7416,60.815169156638845,60.1,65.9,1
7417,56.871213351901226,55.3,61.5,-1
7418,59.85526641559657,58.7,64.6,1
7419,60.38280914292844,59.0,64.8,1
7420,60.5724007027334,59.9,65.7,1
7421,57.80433053826531,57.2,63.7,-1
7422,61.009883119042655,59.7,65.0,1
7423,60.93439085152902,60.0,65.5,1
7424,57.604767510178334,56.5,62.7,-1
7425,61.0185835022579,60.0,65.5,1
7426,61.07708530862153,60.9,66.7,1
7427,59.46399164656189,59.2,65.4,-1
7428,54.558047027934634,54.8,62.2,-1
7429,59.28983305328558,58.0,64.3,-1
7430,60.88257924234755,61.4,67.5,1
7431,58.46801257128984,58.0,64.3,-1
7432,61.36168707063396,61.5,67.2,1
7433,59.84423272362965,60.1,66.4,1
7434,61.288507170127836,61.1,66.7,1
7435,58.86003623184109,57.3,63.3,-1
7436,60.653242818299205,61.6,68.0,-1
7437,60.790635447882856,59.8,65.6,1
7438,59.971373536761476,58.8,64.7,-1
7439,60.15930024946208,59.4,65.0,-1
7440,60.63305590744798,60.5,66.4,1
7441,60.63904678731039,60.4,66.3,1
7442,59.942772039172624,59.2,65.4,1
7443,57.38440385903256,56.7,62.9,-1
7444,58.98683076396327,58.6,64.8,-1
7445,60.95040433194416,60.4,66.0,1
7446,60.89253222722155,60.4,66.1,1
7447,60.784887513692986,60.0,65.8,1
7448,60.29062723360668,59.7,65.5,1
7449,60.60153498044111,60.2,66.3,1
7450,59.94757427827413,57.5,63.0,-1
7451,59.271854653308196,58.5,64.4,-1
7452,55.391027553762726,52.3,57.8,-1
7453,61.03262694536957,40.0,43.8,1
7454,59.90945344799994,58.5,64.1,-1
7455,,60.8,66.6,-1
7456,,61.5,67.6,-1
7457,60.94270533092041,61.3,67.4,1
7458,57.41855668293204,57.2,63.6,-1
7459,60.928853457232066,59.8,65.5,1
7460,60.63438122977378,60.3,66.2,1
7461,57.651584295517644,58.0,64.4,-1
7462,60.76875440501639,60.0,64.8,-1
7463,58.61313224305928,57.8,63.8,-1
7464,56.31109511117659,54.4,59.2,-1
7465,47.748681351318325,25.0,27.5,0
7466,61.17253705714928,60.5,66.0,1
7467,59.22012063736856,57.7,63.6,-1
7468,60.2925542501067,59.6,66.0,1
7469,59.824734337966404,59.0,65.0,1
7470,53.41828175985233,52.0,57.6,-1
7471,60.3474568815237,59.5,65.6,1
7472,60.554699329584125,61.2,67.6,1
7473,60.63144898704736,60.3,66.2,1
7474,59.79135572409191,60.6,67.4,-1
7475,60.69824939528191,60.2,66.0,-1
7476,59.426918127706315,59.4,65.8,1
7477,60.314260851113175,59.6,65.7,-1
7478,55.05347850111413,55.8,63.8,-1
7479,60.117495415628795,58.7,63.8,-1
7480,61.5994380376446,62.0,67.4,-1
7481,59.840203069941175,58.2,64.4,-1
7482,61.61488462525326,61.3,66.7,-1
7483,60.515835761047775,60.7,66.9,-1
7484,59.24255717343432,56.7,61.4,-1
7485,59.1391714644711,58.4,64.6,-1
7486,54.00504801284733,51.4,56.9,-1
7487,54.884304536770735,53.2,60.3,-1
7488,59.90965285762324,57.8,63.4,-1
7489,60.80229651227973,58.7,64.3,-1
7490,61.22670144149883,61.0,66.9,1
7491,59.552020224285016,55.3,60.4,-1
7492,59.67201630801172,56.4,62.0,-1
7493,56.40403386846815,54.3,59.9,-1
7494,52.81372171939525,40.0,44.6,1
7495,,57.8,62.2,-1
7496,,57.7,63.6,-1
7497,,59.3,65.8,-1
7498,60.90081537498535,58.8,64.3,-1
7499,59.05183737598705,56.6,61.6,-1
7500,62.08881923371352,59.8,63.9,-1
7501,60.016991475765266,58.6,63.8,-1
7502,61.46026502485806,61.2,66.8,1
7503,61.02937569591027,59.7,65.0,1
7504,60.95825923605048,60.9,66.9,1
7505,60.925117497759594,60.8,66.9,-1
7506,61.00137063164279,60.7,66.4,1
7507,60.850707445012844,59.5,64.5,-1
7508,,59.9,64.8,-1
7509,60.36420027101001,59.8,66.0,1
7510,60.966881428592345,60.7,66.7,1
7511,56.68779548206951,54.0,58.8,-1
7512,54.97771352785843,52.2,58.5,-1
7513,60.6465116629507,58.8,64.6,1
7514,59.591564073106575,57.7,63.2,-1
7515,,59.0,64.8,-1
7516,,59.8,65.6,-1
7517,61.50547136858302,60.5,65.8,1
7518,57.445866293434044,40.0,44.8,-1
7519,,54.7,58.5,-1
7520,,61.1,67.9,-1
7521,59.10699132688569,58.2,63.9,-1
7522,59.6487384176017,60.2,67.1,-1
7523,60.91715397213689,60.3,66.2,-1
7524,60.912266878139995,61.2,67.3,1
7525,61.08116160996116,60.4,66.2,1
7526,60.8706752827821,40.0,43.8,1
7527,60.632592941461816,58.4,63.8,1
7528,60.54751704277541,58.2,63.7,-1
7529,,58.2,65.7,-1
7530,60.852779856992676,58.4,63.9,-1
7531,,62.5,68.2,-1
7532,61.362388242438435,60.6,66.0,1
7533,60.52635308834381,58.2,61.8,-1
7534,,61.4,67.1,-1
7535,61.51855992009034,62.1,67.7,-1
7536,61.213518457975894,59.4,64.7,1
7537,53.24209693074704,40.0,44.5,-1
7538,58.1742260175447,40.0,43.9,-1
7539,60.89408347610893,60.1,65.9,1
7540,,58.4,61.8,-1
7541,,55.9,57.5,-1
7542,60.527974647028906,40.0,44.1,1
7543,61.630881999470986,61.1,66.4,-1
7544,61.427187865721,61.0,66.5,-1
7545,49.61046619110433,25.0,24.7,0
7546,50.698018070729944,49.2,54.9,-1
7547,61.09890677494523,61.4,67.3,1
7548,47.28345775725147,25.0,25.4,0
7549,59.324183921498545,56.4,59.7,-1
7550,54.34784433872565,25.0,27.1,0
7551,59.75508450970045,40.0,43.6,-1
7552,60.75867929813683,61.3,66.0,-1
7553,61.08466680162067,62.0,68.1,1
7554,,58.3,63.0,-1
7555,60.97782629154167,59.8,65.5,-1
7556,,57.8,63.7,-1
7557,60.64881481868758,40.0,44.1,1
7558,61.299068389071664,59.8,65.3,1
7559,53.168512891087474,52.2,60.4,-1
7560,57.98377299693798,58.6,66.1,1
7561,61.45048202996956,60.8,66.3,-1
7562,53.783343573627405,45.9,47.1,-1
7563,58.99569290671746,56.8,62.1,-1
7564,60.430259116790694,60.3,66.7,-1
7565,60.719388726509926,58.5,64.2,-1
7566,,61.4,66.7,-1
7567,60.69843339256278,40.0,43.9,1
7568,56.72572125722053,54.9,59.1,-1
7569,58.457806908557984,40.0,44.5,1
7570,61.5700496222085,60.4,65.5,-1
7571,61.32540814594272,61.5,67.2,-1
7572,61.370010391529625,61.8,67.6,1
7573,61.82384907785252,58.8,63.5,1
7574,60.72484937769273,58.1,63.6,1
7575,60.90567746871174,60.2,66.1,-1
7576,,60.5,68.3,-1
7577,,60.8,66.2,-1
7578,,57.7,64.2,-1
7579,61.23736797178603,59.8,64.6,-1
7580,58.43480579848925,56.2,61.8,-1
7581,59.43670099108556,59.4,65.3,-1
7582,,58.5,64.5,-1
7583,,51.2,60.2,-1
7584,61.62776101834402,61.8,67.2,-1
7585,60.48507042586295,40.0,44.1,-1
7586,,59.1,65.1,-1
7587,,58.4,64.7,-1
7588,58.507820488657224,57.6,63.2,-1
7589,61.26289591816501,60.4,65.8,1
7590,44.86656940460632,25.0,27.1,0
7591,56.3419435560196,40.0,44.4,-1
7592,59.93625064370601,55.4,59.3,-1
7593,52.264893545844735,52.2,59.9,-1
7594,,55.8,63.6,-1
7595,59.82996448748945,40.0,44.1,-1
7596,56.615735263763625,54.1,59.7,-1
7597,60.57920594777423,59.5,65.4,1
7598,60.402546667864776,40.0,44.0,1
7599,,54.6,61.2,-1
7600,61.208269644431155,58.4,63.4,-1
7601,60.79213121495373,56.4,60.8,-1
7602,60.10053951636311,57.8,62.4,-1
7603,57.58936798988454,58.8,66.4,-1
7604,59.609570635072416,56.6,61.6,-1
7605,60.0776749255326,40.0,43.6,-1
7606,59.02138423798473,55.8,61.1,-1
7607,51.18288098874151,25.0,26.6,0
7608,57.1373016887182,57.0,61.8,-1
7609,,46.7,49.0,-1
7610,59.28921389508687,60.0,66.7,-1
7611,52.955724954488325,52.0,59.2,-1
7612,48.60424889002213,49.4,57.1,-1
7613,61.153594080963394,59.5,63.7,-1
7614,60.11239887003585,61.1,67.9,-1
7615,43.82995626887979,25.0,25.6,0
7616,61.09437390690267,61.6,67.7,-1
7617,59.87822556680336,59.8,64.8,-1
7618,59.46320278910267,59.5,65.8,-1
7619,46.74624035454216,25.0,26.3,0
7620,60.362948564778684,59.4,65.3,1
7621,60.02224652209938,59.1,65.2,1
7622,59.32770713387468,59.1,65.2,-1
7623,59.61097973421947,58.2,63.6,-1
7624,59.92956304773006,59.3,65.2,-1
7625,59.426971151078824,59.1,65.1,1
7626,59.82162014510881,59.4,65.6,1
7627,59.57764628882103,59.6,65.5,-1
7628,57.39927147290628,58.5,65.0,-1
7629,59.76361008647086,59.2,65.3,-1
7630,57.23579303676517,54.5,60.6,-1
7631,59.43065757237782,59.6,66.4,1
7632,61.22627005120176,60.9,66.4,-1
7633,60.01358416451388,57.2,63.0,-1
7634,59.918497391071945,58.0,63.9,-1
7635,61.19720924134599,40.0,43.6,-1
7636,,61.4,66.5,-1
7637,61.7394942082949,58.1,62.5,1
7638,42.35776140705527,25.0,25.5,0
7639,61.31533370686437,60.4,66.0,-1
7640,65.69927954235322,63.7,67.0,1
7641,,58.4,63.4,-1
7642,60.88022230784043,60.0,65.8,1
7643,,40.0,44.0,-1
7644,60.43646981091919,59.3,65.4,1
7645,60.784310007803924,60.2,66.2,1
7646,,58.6,63.6,-1
7647,,57.4,64.4,-1
7648,,61.1,66.8,-1
7649,61.33712362594923,61.1,66.9,1
7650,,60.9,66.0,-1
7651,,25.0,24.5,0
7652,61.07979447271814,25.0,22.9,0
7653,60.028799200481366,57.7,63.2,-1
7654,,54.2,61.4,-1
7655,61.550024685981384,60.5,65.9,-1
7656,44.61778180129019,25.0,23.4,0
7657,46.793857179464574,50.5,61.6,-1
7658,,21.2,17.8,0
7659,61.00506176304421,58.1,63.0,-1
7660,63.735960403626876,61.8,66.2,1
7661,60.30937153060011,59.4,65.5,1
7662,60.01374269598727,58.3,64.2,1
7663,56.960935930837685,57.6,65.5,-1
7664,,58.6,64.4,-1
7665,,60.9,66.2,-1
7666,49.63303863156002,25.0,27.0,0
7667,,65.5,71.6,-1
7668,60.937749901000394,59.3,65.0,-1
7669,,59.0,64.4,-1
7670,61.08728409736639,60.8,66.5,-1
7671,62.681625830474864,59.4,62.9,-1
7672,60.37105856456573,60.0,66.0,1
7673,,40.0,42.8,-1
7674,,52.2,53.3,-1
7675,62.13498724111229,59.9,64.4,-1
7676,61.61320508673259,61.3,66.7,-1
7677,61.395253992275876,59.4,64.4,-1
7678,61.13650470948344,61.5,67.4,-1
7679,61.11448131096138,60.2,65.8,-1
7680,61.587714939803305,61.9,67.5,-1
7681,,56.0,57.4,-1
7682,59.76844045982609,59.0,65.3,-1
7683,59.80525592662418,59.0,65.3,-1
7684,,48.4,49.6,-1
7685,60.79512847623803,58.8,64.4,-1
7686,60.66104380402562,58.8,64.4,1
7687,59.69253388221381,58.8,65.3,1
7688,59.18832386487539,58.1,64.3,-1
7689,,58.4,63.9,-1
7690,60.442928924513595,40.0,44.2,1
7691,59.938662011979474,56.6,62.2,-1
7692,56.47973585821314,56.1,63.8,-1
7693,,55.8,63.1,-1
7694,57.24003428082434,40.0,43.5,-1
7695,63.042977834955096,60.7,63.9,-1
7696,54.43436187223006,53.1,60.9,-1
7697,59.16176758316553,55.0,58.9,-1
7698,66.0301234598762,62.2,65.0,1
7699,51.43468241684115,25.0,27.4,0
7700,71.0365366832709,60.9,62.0,1
7701,60.998994970320894,58.0,63.3,-1
7702,60.83894312837488,59.8,65.6,1
7703,61.99519510641666,55.1,57.0,-1
7704,58.58469704397358,25.0,26.0,0
7705,59.00126624185089,54.2,57.6,-1
7706,57.02442415299414,54.1,58.9,-1
7707,,57.0,59.8,-1
7708,53.83403481464432,51.3,56.6,-1
7709,,55.3,56.7,-1
7710,73.0921956333696,63.2,64.6,1
7711,60.17524778886623,60.4,66.4,1
7712,60.705866610625094,60.2,66.2,-1
7713,,55.7,62.5,-1
7714,60.30814460329539,59.8,66.0,1
7715,,61.7,67.6,1
7716,60.960570255242196,40.0,43.9,1
7717,,40.0,44.2,-1
7718,,40.0,44.9,-1
7719,63.601954920324985,25.0,23.0,0
7720,,59.4,64.9,-1
7721,52.14532010073185,25.0,26.8,0
7722,60.69445058872114,57.9,63.0,1
7723,61.52382600351973,61.6,67.2,1
7724,61.214921783334276,60.6,66.4,1
7725,58.67971556401922,56.0,60.8,-1
7726,60.30979986708205,57.7,63.4,1
7727,61.49093167769693,60.5,65.8,1
7728,61.32274550727078,60.6,66.2,1
7729,61.188222885785535,60.6,66.2,1
7730,60.79842715702721,60.4,66.4,1
7731,60.62990346460564,58.9,64.7,1
7732,,60.5,66.0,1
7733,52.483805715312506,51.8,58.2,-1
7734,53.13057352007041,52.7,56.9,-1
7735,55.63483625218477,47.4,48.2,-1
7736,50.192696870476894,50.9,57.9,-1
7737,50.57318637930005,25.0,27.2,0
7738,52.42719548778876,53.5,61.0,-1
7739,61.009109202564815,61.2,67.3,1
7740,60.1536843481735,59.1,65.0,-1
7741,,61.0,67.5,-1
7742,45.664721955835304,48.7,57.0,-1
7743,45.37591944603431,49.4,58.0,-1
7744,58.97738411660356,58.7,65.4,1
7745,60.07144936990154,59.5,65.5,1
7746,59.40062199134688,55.2,59.3,-1
7747,56.66773283211304,56.0,62.6,-1
7748,60.286995122041496,59.5,65.4,1
7749,56.88158919480362,54.1,58.6,-1
7750,57.597596656621604,55.8,62.2,-1
7751,37.592250406771875,25.0,29.8,0
7752,59.48284215779343,59.1,65.1,-1
7753,59.53326701967316,59.0,65.4,1
7754,58.7995973506102,58.0,63.8,-1
7755,45.70990659864502,49.5,58.3,-1
7756,60.585747739673025,60.1,66.0,1
7757,57.94829942916018,57.2,63.9,-1
7758,52.56608611063429,49.9,54.7,-1
7759,59.81947756664147,57.1,61.0,-1
7760,60.41858826478106,57.7,61.9,-1
7761,59.126869713453544,55.9,59.9,-1
7762,60.34143698501673,57.7,62.0,-1
7763,55.59660036733434,53.6,59.2,-1
7764,54.5049587643067,54.1,61.1,-1
7765,58.81196969751941,55.2,59.7,-1
7766,59.782730912684336,58.8,64.7,-1
7767,61.55944454019868,59.8,64.4,-1
7768,52.848026109710446,53.1,60.4,-1
7769,56.53772613860878,55.7,62.1,-1
7770,61.424771862508095,59.7,64.8,-1
7771,58.8012938402209,57.3,63.3,-1
7772,36.47847547029628,25.0,28.4,0
7773,58.291406264069536,57.3,63.5,-1
7774,59.693647860010536,60.1,66.9,-1
7775,,56.7,61.6,-1
7776,60.18226903927266,58.8,64.8,-1
7777,47.54202323216108,25.0,28.8,0
7778,59.42022217909677,59.1,65.9,1
7779,58.07844220106039,57.1,64.1,-1
7780,60.95232241607338,59.9,65.5,-1
7781,,59.7,65.3,-1
7782,59.115215367039795,57.3,62.8,-1
7783,57.594251910616514,54.0,57.3,-1
7784,56.79845999094311,54.2,58.0,-1
7785,60.09256148426597,58.6,64.3,-1
7786,55.356995539202934,53.1,57.1,-1
7787,60.90477080895017,59.5,64.9,1
7788,59.61248021531256,57.6,63.0,-1
7789,59.27888422144883,56.9,61.6,-1
7790,61.16469343297004,60.3,65.6,1
7791,60.343149778504035,59.1,64.7,-1
7792,61.083886103462646,60.0,65.4,1
7793,59.992661101894385,57.2,61.3,-1
7794,,25.0,24.5,0
7795,,60.5,65.9,-1
7796,,60.6,65.4,-1
7797,60.21186482613102,60.2,66.4,1
7798,61.39016714579101,59.3,64.1,-1
7799,59.69357992626239,59.0,65.4,1
7800,59.46955992939338,57.3,62.7,-1
7801,61.449005262416435,60.1,65.0,-1
7802,60.17344925519104,59.1,64.8,1
7803,57.59300817335512,55.3,60.8,-1
7804,59.237016936292996,58.6,65.3,-1
7805,60.18924317528911,59.3,64.8,-1
7806,61.002501124259354,60.0,65.5,1
7807,60.03991142810915,58.2,63.4,-1
7808,61.379178176240856,58.9,64.0,-1
7809,61.53099430316431,60.6,65.8,1
7810,61.35976233735565,57.9,62.7,-1
7811,60.40616491580274,60.6,66.7,1
7812,61.493206741765405,59.7,63.8,-1
7813,45.33547581148408,25.0,25.4,0
7814,61.0471132810092,58.1,62.5,-1
7815,55.069327647471724,56.6,64.4,-1
7816,,44.1,56.0,-1
7817,58.512794499664,57.1,62.5,-1
7818,59.78064611417414,59.0,64.0,-1
7819,44.19407097419648,49.4,58.2,-1
7820,60.39450717376664,58.4,63.9,1
7821,54.373092276427805,53.9,60.6,-1
7822,47.60492537026687,50.0,58.0,-1
7823,58.17803702257351,56.4,62.2,-1
7824,56.612112651222816,56.0,62.5,-1
7825,49.52366250262676,51.0,57.6,-1
7826,44.893307543014636,25.0,26.6,0
7827,40.9761846233202,25.0,29.2,0
7828,59.93023155514946,59.4,65.4,-1
7829,58.148912994700794,58.4,65.6,1
7830,59.74488356876844,59.1,65.5,1
7831,60.94534169522026,59.2,64.0,-1
7832,57.178038334557456,54.8,59.8,-1
7833,60.354098704314154,59.0,63.9,-1
7834,58.16576988729293,57.1,63.2,-1
7835,59.81138965576085,58.6,64.2,-1
7836,60.17950789778711,58.9,64.4,-1
7837,61.23144420692985,60.2,65.3,-1
7838,60.56391325653774,59.8,65.4,-1
7839,52.930604476364785,25.0,27.4,0
7840,59.69518858038925,56.5,60.1,-1
7841,53.840348006340896,53.7,60.6,-1
7842,60.00633931949195,58.6,63.7,-1
7843,59.34674645882766,57.7,63.1,-1
7844,55.101014665360246,55.2,62.1,-1
7845,60.7651480879259,60.6,66.5,1
7846,60.348149025025144,59.3,65.0,-1
7847,59.94165702569383,58.6,64.4,1
7848,47.68555571641115,25.0,27.4,0
7849,60.313122493375815,58.3,63.4,-1
7850,60.7072135917997,60.0,65.4,1
7851,59.88367080183302,58.6,64.4,-1
7852,,59.4,64.8,-1
7853,58.6556655295104,58.5,62.5,-1
7854,,57.4,64.0,-1
7855,51.77087818755837,51.4,57.7,-1
7856,60.79752168920092,60.4,66.3,-1
7857,49.10372198909154,25.0,25.4,0
7858,60.52668813925113,60.2,65.8,-1
7859,60.34910188434719,60.0,66.2,1
7860,,56.0,63.8,-1
7861,,57.4,60.7,-1
7862,61.13807510701188,58.8,64.1,1
7863,60.83887576304239,59.1,64.1,-1
7864,51.1217597314749,25.0,27.3,0
7865,,57.9,62.8,-1
7866,59.67246835796366,58.8,64.6,-1
7867,60.50313543398727,59.2,64.1,-1
7868,61.213861257824064,59.0,63.6,-1
7869,60.32575167735861,59.2,64.8,-1
7870,58.82165306986431,55.9,60.4,-1
7871,58.453469081002154,55.5,60.2,-1
7872,61.61228055430972,60.6,65.7,-1
7873,60.112359073563184,57.8,62.6,-1
7874,58.77601344281823,57.3,63.0,-1
7875,61.40514198590849,59.4,64.2,-1
7876,60.54382930694211,59.5,65.1,1
7877,58.46733076173858,55.4,59.2,-1
7878,61.10047572647852,59.6,64.5,-1
7879,60.31317678792449,59.6,65.4,1
