id_parcelle,shap_slope_p50,shap_slope_p90,shap_slope_std,shap_twi_mean,shap_has_thalweg_mean,shap_profile_curvature_mean,shap_tri_mean,shap_hillshade_winter_mean,shap_aspect_south_ratio_mean,shap_svf_mean,CPI_ML_v6,CPI_v6,CPI_technique,zone_plu,compactness_ratio,elongation_ratio,shape_warning,ces_existant,ces_residuel,emprise_residuelle_m2,ces_warning,cluster_score,brgm_argiles_flag,brgm_mvt_terrain_flag,shap_groupe_SLOPE,shap_groupe_HYDROLOGY,shap_groupe_MORPHOLOGY,shap_groupe_SUNLIGHT,cpi_ml_ci_low,cpi_ml_ci_high,cpi_ml_std
73065000AB0101,-0.030640487,-1.1180761,-0.3304002,0.0,0.0,3.8211234e-05,-0.3456016,0.0065167877,0.0,0.0,0.0,25.0,23.0,inconnu,0.0564877057810548,2.625811224031657,Parcelle allongee - emprise reelle limitee,0.0,0.4,316.80000859433096,,65.50968207801343,,,-1.4791168,0.0,-0.34556338,0.0065167877,0.0,0.04714901000261307,0.015252276323735714
73065000AB0254,0.0020721056,-1.1682258,-0.39602852,0.0,0.0,-0.0052498584,-0.20580332,-0.009404767,0.0,0.0,1.0,25.0,25.3,inconnu,0.1124324402828993,1.0132077014296708,Parcelle allongee - emprise reelle limitee,0.0,0.4,1132.7231449728931,,59.770463786437766,,,-1.5621822,0.0,-0.21105318,-0.009404767,0.0,0.7611790299415588,0.18588337302207947
73065000AB0311,-0.030640487,-1.08979,-0.3353367,0.0,0.0,-0.0052498584,-0.34975785,-0.007388426,0.0,0.0,0.0,25.0,24.5,inconnu,0.5491779151473514,1.1617330664078052,,0.0,0.4,44.89434498864136,Emprise residuelle < 80m2 - constructibilite tres limitee,47.228720978891694,,,-1.4557672,0.0,-0.3550077,-0.007388426,0.0,0.0,0.0
73065000AB0273,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,62.2,63.9,inconnu,0.1343983400761792,1.3773763607779648,Parcelle allongee - emprise reelle limitee,0.0,0.4,607.9088810753273,,68.63865755836814,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0472,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,62.2,67.4,inconnu,0.6393097323122178,1.353291392908822,,0.0,0.4,220.12602845427764,,62.42705888446866,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0428,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,63.5,67.0,inconnu,0.5374562390366607,1.211960297880723,,0.0,0.4,128.79830979498612,,65.20701817818461,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0543,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,62.2,66.3,inconnu,0.6038702283384948,1.396841862919873,,0.0,0.4,91.14204111920684,,64.04936803436603,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0529,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,62.0,64.4,inconnu,0.1121875213963398,1.0325807470502213,Parcelle allongee - emprise reelle limitee,0.0,0.4,1125.6631649684616,,66.73765036455612,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0531,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,63.2,67.0,inconnu,0.5642677625694812,1.135901021649088,,0.0,0.4,1086.7641396208137,,64.53346459755119,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0554,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,57.6,64.2,inconnu,0.2127778223138958,1.6666577249509704,,0.0,0.4,75.13068226094222,Emprise residuelle < 80m2 - constructibilite tres limitee,58.54003242495225,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0013868671376258135
73065000AB0082,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,63.8,67.1,inconnu,0.7342086782974038,1.456979821357545,,0.0,0.4,74.61170632156397,Emprise residuelle < 80m2 - constructibilite tres limitee,66.13104190257317,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0489,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,56.9,65.6,inconnu,0.2971760792328731,1.2733237987686774,,0.0,0.4,148.43888546349908,,56.39435215697674,,,1.5524521,0.0,0.2468078,-0.0020383701,99.97706604003906,100.0,0.006222754251211882
73065000AB0487,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,58.3,64.7,inconnu,0.4643280917669626,1.118947965721374,,0.0,0.4,128.65052237463627,,59.49329399080327,,,1.5524521,0.0,0.2468078,-0.0020383701,99.95256805419922,100.0,0.01241377554833889
73065000AB0488,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,60.2,67.4,inconnu,0.7111987912027504,1.2622916652773544,,0.0,0.4,205.4387895297616,,59.22086672622042,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0024109503719955683
73065000AB0517,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,58.6,65.8,inconnu,0.3722292928001271,1.384626142700869,,0.0,0.4,739.8109385643552,,58.62796329897626,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0026090152096003294
73065000AB0561,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,55.3,63.2,inconnu,0.1079421136746929,1.594425927866503,Parcelle allongee - emprise reelle limitee,0.0,0.4,359.9003549460233,,56.043804228178914,,,1.5524521,0.0,0.2468078,-0.0020383701,99.98977661132812,100.0,0.0034853830002248287
73065000AB0559,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,58.1,66.4,inconnu,0.3439931568462841,1.407894326597946,,0.0,0.4,224.1983243403165,,57.24319865178784,,,1.5524521,0.0,0.2468078,-0.0020383701,99.98977661132812,100.0,0.0034853830002248287
73065000AB0331,-0.030640487,-1.095078,-0.3353367,0.0,0.0,3.8211234e-05,-0.34975785,-0.007388426,0.0,0.0,0.0,25.0,30.8,inconnu,0.1486411875488867,2.5156791036932504,Parcelle allongee - emprise reelle limitee,0.0,0.4,394.9235189694167,,27.638771813845832,,,-1.4610552,0.0,-0.34971964,-0.007388426,0.0,0.0,0.0
73065000AB0567,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,63.0,66.0,inconnu,0.6999956391880986,1.1288167490587748,,0.418676769236736,0.0,0.0,Emprise residuelle < 80m2 - constructibilite tres limitee,66.80152535057172,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0024109503719955683
73065000AB0439,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.7,66.9,inconnu,0.67100659684626,1.2371457983192158,,0.0,0.4,1872.2776493440845,,62.19451853963527,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0388,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.6,66.4,inconnu,0.5661949366355516,1.5184939821070524,,0.0,0.4,111.07034409608625,,62.98820713331966,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0367,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,60.0,67.1,inconnu,0.5800331066279685,1.119467052974438,,0.0,0.4,153.61612264580884,,59.30152642359956,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0024109503719955683
73065000AB0447,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,56.4,64.4,inconnu,0.1273644397690303,1.0060682609719838,Parcelle allongee - emprise reelle limitee,0.0,0.4,78.84420083499812,Emprise residuelle < 80m2 - constructibilite tres limitee,57.11796891906656,,,1.5524521,0.0,0.2468078,-0.0020383701,99.97306060791016,100.0,0.0067061772570014
73065000AB0354,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,56.4,65.5,inconnu,0.4409781436987021,1.8625691367400368,,0.0,0.4,90.22727613772066,,55.361949119052426,,,1.5524521,0.0,0.2468078,-0.0020383701,99.91185760498047,100.0,0.028714627027511597
73065000AB0432,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,60.0,66.9,inconnu,0.7391124252021477,1.438716276961532,,0.0,0.4,1390.7223358352153,,59.3969161560096,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0010217750677838922
73065000AB0433,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,63.4,65.2,inconnu,0.3335917495011526,2.874154756693338,,0.0,0.4,414.6162305048838,,69.53967025737846,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0013776550767943263
73065000AB0363,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,63.7,66.8,inconnu,0.5522023155940138,1.141885490868455,,0.0,0.4,165.97640176686224,,66.14136835330844,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0434,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,62.4,66.0,inconnu,0.5645473819805978,2.0615493197363715,,0.0,0.4,913.6935550529412,,64.9222213970784,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0371,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,63.0,66.6,inconnu,0.4980160133272201,1.1960670652712762,,0.0,0.4,159.2504636119363,,65.0746022768213,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0440,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,58.3,65.5,inconnu,0.6236665741651946,1.8374321963737996,,0.0,0.4,986.8390265311824,,58.20158874479788,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0026090152096003294
73065000AB0374,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.9,66.6,inconnu,0.5643590289290519,1.1640752690729923,,0.0,0.4,334.950491543061,,63.10516383161308,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0359,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.1,66.2,inconnu,0.6521286202799402,1.5618626723052575,,0.0,0.4,218.02512204365087,,62.41747931668032,,,1.5524521,0.0,0.2468078,-0.0020383701,99.97306060791016,100.0,0.0064179738983511925
73065000AB0468,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,63.8,66.5,inconnu,0.7118454328805295,1.5064587683275723,,0.0,0.4,1186.3925756051387,,66.99006947396188,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0508,0.006507473,1.4528097,0.08581106,0.0,0.0,0.0001137598,0.2540178,-0.0020383701,0.0,0.0,100.0,57.4,64.5,inconnu,0.3686775647115948,1.0836124289976687,,0.0,0.4,1978.02084534537,,58.18443633080117,,,1.5451282,0.0,0.25413156,-0.0020383701,99.96913146972656,100.0,0.00943887047469616
73065000AB0408,-0.030640487,-1.1180761,-0.3304002,0.0,0.0,3.8211234e-05,-0.3456016,0.0065167877,0.0,0.0,0.0,25.0,20.6,inconnu,0.2706132369567469,2.2042883295526767,,0.0,0.4,34.175160313898175,Emprise residuelle < 80m2 - constructibilite tres limitee,60.68936170314308,,,-1.4791168,0.0,-0.34556338,0.0065167877,0.0,0.04400571435689926,0.013638208620250225
73065000AB0455,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,62.6,66.2,inconnu,0.5645969343845401,1.413638514938262,,0.0,0.4,1144.873316855601,,65.15817651676068,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0535,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,59.3,65.6,inconnu,0.1895162936009486,1.3572962353138849,Parcelle allongee - emprise reelle limitee,0.0,0.4,62.446199642146944,Emprise residuelle < 80m2 - constructibilite tres limitee,59.97310326589385,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0563,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,64.0,66.9,inconnu,0.5895824130709729,1.5043603400473473,,0.0,0.4,75.37244564950628,Emprise residuelle < 80m2 - constructibilite tres limitee,66.26041414439547,,,1.5524521,0.0,0.2468078,-0.0020383701,99.97697448730469,100.0,0.008787406608462334
73065000AB0580,0.0020721056,-1.094404,-0.3613033,0.0,0.0,-0.0052498584,-0.3518897,-0.007388426,0.0,0.0,0.0,25.0,30.5,inconnu,0.5328943639610957,1.5118409695581,,0.0,0.4,8.201796800760352,Emprise residuelle < 80m2 - constructibilite tres limitee,41.89733160199196,,,-1.4536352,0.0,-0.35713956,-0.007388426,0.0,0.0,0.0
73065000AB0527,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,59.8,66.6,inconnu,0.6013911848715521,1.4133308919438945,,0.0,0.4,1929.733891902892,,59.56090677757204,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0555,0.0020721056,-1.0996922,-0.3613033,0.0,0.0,3.8211234e-05,-0.3518897,-0.007388426,0.0,0.0,0.0,25.0,30.0,inconnu,0.7380251616257306,1.393822072371687,,0.0,0.4,11.605177551033826,Emprise residuelle < 80m2 - constructibilite tres limitee,42.48588497003788,,,-1.4589235,0.0,-0.3518515,-0.007388426,0.0,0.019842790439724922,0.008212641812860966
73065000AB0553,0.0020721056,-1.0996922,-0.3613033,0.0,0.0,3.8211234e-05,-0.3518897,-0.007388426,0.0,0.0,0.0,25.0,29.9,inconnu,0.7083521852124852,1.4839370743953952,,0.0,0.4,9.001260799130414,Emprise residuelle < 80m2 - constructibilite tres limitee,42.40803865549165,,,-1.4589235,0.0,-0.3518515,-0.007388426,0.0,0.019842790439724922,0.008212641812860966
73065000AB0280,-0.030640487,-1.08979,-0.3353367,0.0,0.0,-0.0052498584,-0.34975785,-0.007388426,0.0,0.0,0.0,25.0,24.9,inconnu,0.6989503324420465,1.4822515225301949,,0.0,0.4,29.44482669879862,Emprise residuelle < 80m2 - constructibilite tres limitee,53.515109916370015,,,-1.4557672,0.0,-0.3550077,-0.007388426,0.0,0.0,0.0
73065000AB0343,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,62.5,66.8,inconnu,0.5297270361283531,1.1066599152720935,,0.0,0.4,1374.028196780382,,63.89123905135512,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0336,-0.05436934,-1.3318417,-0.046153598,0.0,0.0,-0.0052498584,-0.361218,-0.007388426,0.0,0.0,0.3000000119209289,25.0,30.8,inconnu,0.1954898109814004,2.229065380237197,Parcelle allongee - emprise reelle limitee,0.0,0.4,165.01059524946845,,34.53446877755471,,,-1.4323646,0.0,-0.36646786,-0.007388426,0.0,0.07295460253953934,0.02193012647330761
73065000AB0465,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,59.8,65.7,inconnu,0.7286010683181141,1.5770845708723749,,0.0,0.4,1198.7835868988,,60.66077159779732,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0024109503719955683
73065000AB0469,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.5,66.9,inconnu,0.7570810626710471,1.3484326440400298,,0.0,0.4,1039.6626461026476,,62.02405577883128,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0429,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.9,66.7,inconnu,0.638906469016105,1.825435084067793,,0.0,0.4,737.0882549735729,,62.854974532146414,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0545,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,60.6,63.6,inconnu,0.3461593592012237,2.229226179516885,,0.0,0.4,353.97117552159085,,65.60487334840066,,,1.5524521,0.0,0.2468078,-0.0020383701,99.94805145263672,100.0,0.013520471751689911
73065000AB0571,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,58.0,65.1,inconnu,0.3792010946529533,1.5634870524097502,,0.0,0.4,202.0034101098333,,58.23146887911306,,,1.5524521,0.0,0.2468078,-0.0020383701,99.9900894165039,100.0,0.005076173692941666
73065000AB0467,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,62.3,67.2,inconnu,0.6777645887425692,1.5799759844819206,,0.0,0.4,604.9578601756278,,62.88228962370965,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0300,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,59.5,66.4,inconnu,0.6707887863506966,1.304100184953996,,0.0,0.4,764.8055306471771,,59.22116095864334,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0262,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,56.8,65.8,inconnu,0.1085766175514442,2.525860444383392,Parcelle allongee - emprise reelle limitee,0.0,0.4,284.8094444695316,,55.878397896041896,,,1.5524521,0.0,0.2468078,-0.0020383701,99.86700439453125,100.0,0.04441291093826294
73065000AB0301,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,60.1,66.9,inconnu,0.6487886954106955,1.3632528441084266,,0.0,0.4,581.0303563550673,,59.652224795546985,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0127,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.8,66.7,inconnu,0.6664381621062095,1.1572904338558685,,0.0,0.4,596.0015164892371,,62.78842408529711,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0339,-0.013010676,-1.0965002,-0.3462562,0.0,0.0,-0.0052498584,-0.34975785,-0.007388426,0.0,0.0,0.0,25.0,28.6,inconnu,0.5309109010620738,1.698983697695186,,0.0,0.4,23.33240439873351,Emprise residuelle < 80m2 - constructibilite tres limitee,44.60487018192284,,,-1.4557669,0.0,-0.3550077,-0.007388426,0.0,0.0,0.0
73065000AB0470,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,63.1,66.9,inconnu,0.6951800469039707,1.5346776248819043,,0.0,0.4,883.4173768278542,,64.8537115201564,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0382,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.4,66.9,inconnu,0.6471942006389165,1.414337740595777,,0.0,0.4,209.6689405924003,,61.72624670977708,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0437,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,62.2,65.6,inconnu,0.6739540299649053,1.436920052207065,,0.0,0.4,1042.3555046813617,,65.65525020266514,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0522,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.1,65.8,inconnu,0.6479515353645573,1.2026997387756255,,0.0,0.4,198.4478236615116,,63.088115519105,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0521,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,58.6,65.5,inconnu,0.7156393893423256,1.5409084107509814,,0.0,0.4,302.2092110691486,,58.6577703467476,,,1.5524521,0.0,0.2468078,-0.0020383701,99.99029541015625,100.0,0.005089318845421076
73065000AB0519,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.5,66.0,inconnu,0.574332902234588,1.472376721512927,,0.0,0.4,407.4903995718623,,63.1090539976906,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0520,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,59.2,66.0,inconnu,0.760467684132892,1.0665488140793942,,0.0,0.4,256.7193565572572,,59.00361406049692,,,1.5524521,0.0,0.2468078,-0.0020383701,99.99079132080078,100.0,0.004989835433661938
73065000AB0503,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,58.8,66.5,inconnu,0.5608919056092704,1.4041087544998967,,0.0,0.4,119.46374894575344,,57.82145201976937,,,1.5524521,0.0,0.2468078,-0.0020383701,99.9946060180664,100.0,0.0032627384644001722
73065000AB0504,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,59.6,66.7,inconnu,0.7713064973255375,1.0121124828420518,,0.0,0.4,335.0188584660864,,58.96137892992777,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0024109503719955683
73065000AB0500,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.8,66.3,inconnu,0.6183758006129793,1.0000625029370585,,0.0,0.4,886.8526721878966,,63.61576064609697,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0523,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,59.0,67.4,inconnu,0.685707893881159,1.5250130480295634,,0.0,0.4,224.598237541117,,57.373891724589576,,,1.5524521,0.0,0.2468078,-0.0020383701,99.98977661132812,100.0,0.002955053234472871
73065000AB0546,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,63.5,67.2,inconnu,0.7095501826819768,1.6344344512387832,,0.0,0.4,233.335638322414,,65.06550653255738,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0568,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,61.4,66.4,inconnu,0.6462539433905417,1.2969357614145605,,0.1323667274768376,0.2676332725231624,588.0774766637483,,62.57735720765722,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0581,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,60.5,66.0,inconnu,0.6620086898693341,1.2371785933345747,,0.0,0.4,354.6288188988224,,61.43805657098993,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0569,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,60.8,66.4,inconnu,0.5148002871775618,1.532622277026643,,0.0250131208293419,0.3749868791706581,447.6234084574507,,61.36913569307203,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0570,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,40.0,42.1,inconnu,0.5682062130579131,2.346855443070263,,0.997767930292497,0.0,0.0,Emprise residuelle < 80m2 - constructibilite tres limitee,65.66326802346762,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0426,-0.030640487,-1.1127881,-0.3304002,0.0,0.0,-0.0052498584,-0.3456016,0.0065167877,0.0,0.0,0.0,25.0,22.4,inconnu,0.2454084068447319,3.195477584928575,Parcelle allongee - emprise reelle limitee,0.0,0.4,360.8035332675123,,68.73838889021695,,,-1.4738288,0.0,-0.35085145,0.0065167877,0.0,0.04714901000261307,0.014409623108804226
73065000AB0424,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,63.0,64.6,inconnu,0.2041123803208323,4.111408450169209,Parcelle allongee - emprise reelle limitee,0.0,0.4,72.45178634637516,Emprise residuelle < 80m2 - constructibilite tres limitee,71.31453207254013,,,1.5524521,0.0,0.2468078,-0.0020383701,99.99494171142578,100.0,0.0016962861409410834
73065000AB0409,-0.030640487,-1.1127881,-0.3304002,0.0,0.0,-0.0052498584,-0.3456016,0.0065167877,0.0,0.0,0.0,24.5,17.7,inconnu,0.3233869955742454,1.7113660816207004,,0.0,0.4,29.029561576265326,Emprise residuelle < 80m2 - constructibilite tres limitee,57.069460152846354,,,-1.4738288,0.0,-0.35085145,0.0065167877,0.0,0.04400571435689926,0.013638208620250225
73065000AB0245,0.0020721056,-1.181153,-0.39602852,0.0,0.0,3.8211234e-05,-0.19816427,-0.009404767,0.0,0.0,1.0,25.0,27.8,inconnu,0.5845048844339951,1.8724291146643604,,0.0,0.4,77.61615319511301,Emprise residuelle < 80m2 - constructibilite tres limitee,51.90256793938532,,,-1.5751095,0.0,-0.19812606,-0.009404767,0.031186208128929138,0.5246003270149231,0.13643532991409302
73065000AB0474,0.006507473,1.4528097,0.09313482,0.0,0.0,0.0001137598,0.24669404,-0.0020383701,0.0,0.0,100.0,62.2,67.4,inconnu,0.8307766867211405,1.0333696517277164,,0.0,0.4,804.6589460675017,,62.67495636616823,,,1.5524521,0.0,0.2468078,-0.0020383701,100.0,100.0,0.0
73065000AB0453,-0.030640487,-1.1180761,-0.3304002,0.0,0.0,3.8211234e-05,-0.3456016,0.0065167877,0.0,0.0,0.0,25.0,22.4,inconnu,0.3236157646006521,2.763517546210328,,0.0,0.4,262.9324378860945,,66.58082741005246,,,-1.4791168,0.0,-0.34556338,0.0065167877,0.0,0.04400571435689926,0.013664853759109974
